_from,_to,relType,sourceType,targetType
e_skills/f1e3dd5d-5b14-4068-a202-75c6ed451736,e_skills/978e7bba-777a-4765-9ef7-0a08fe8c1b14,optional,knowledge,knowledge
e_skills/251a100d-cf49-4998-8327-a3dbfe329ae9,e_skills/54399b15-d813-4e8f-87dc-d5fac7ab3e4d,optional,knowledge,knowledge
e_skills/aa78377b-06b5-4031-9663-c821c3477995,e_skills/209c1a5e-540e-4623-9d3b-aac784323cec,optional,knowledge,knowledge
e_skills/c589b3c8-159b-4c1c-abf4-a833163fa615,e_skills/7213acbb-24c0-4ea0-addd-be5ef510c5e9,optional,knowledge,knowledge
e_skills/c547bcbb-8f8f-44aa-98d6-6cd6e6b3e020,e_skills/47915ad1-0eeb-42e4-9a8c-49dc573504c0,optional,knowledge,knowledge
e_skills/c350ab85-7a76-4bf4-9d1c-3c29d781c3c4,e_skills/05ad14fa-8a29-44d5-950a-585ce6d8e721,optional,knowledge,knowledge
e_skills/f7d4a712-a207-403b-9989-11f790d88771,e_skills/09d8e5e4-23f4-4c5f-abc5-027579daf1d2,optional,knowledge,knowledge
e_skills/eca459e9-1470-4142-a1bf-4d73a9000bfd,e_skills/265f4776-e6e3-4c5a-a7cb-ca965127a8e5,optional,knowledge,knowledge
e_skills/a0e2de1e-b5d2-4f40-aef1-86696d328ec1,e_skills/6d20fb6b-474c-4c1b-8906-28b6e520b2a1,optional,knowledge,knowledge
e_skills/a0e2de1e-b5d2-4f40-aef1-86696d328ec1,e_skills/a73aade6-4ead-4fe8-b33f-45bc88087d19,optional,knowledge,knowledge
e_skills/ce4e77b5-3af2-4ec3-b5f2-bdc042e20369,e_skills/0582f1b3-99d3-4d33-82c7-69e494dfe0ec,optional,knowledge,knowledge
e_skills/d1fb3819-63e7-4e70-b1f8-daa9c98bc5fb,e_skills/a97ff0d3-d1af-437c-bb06-a8464c6793be,optional,knowledge,knowledge
e_skills/ef989c5b-6cf8-4732-8107-3d32b246089e,e_skills/97346652-4ff8-4f47-957d-7a874f569d5a,optional,knowledge,knowledge
e_skills/ef989c5b-6cf8-4732-8107-3d32b246089e,e_skills/a8865e66-4381-4b99-877c-7719df2553b3,optional,knowledge,knowledge
e_skills/ef989c5b-6cf8-4732-8107-3d32b246089e,e_skills/0e7e2df2-2992-4b68-8614-08d343c2da2f,optional,knowledge,knowledge
e_skills/ef989c5b-6cf8-4732-8107-3d32b246089e,e_skills/58d18f6b-5a1a-4b86-9fe3-85f99f375d51,optional,knowledge,knowledge
e_skills/99507b4c-8a80-4920-9b86-60cec1fd638c,e_skills/18bf2392-9635-4261-bca1-c8380b07282d,optional,knowledge,knowledge
e_skills/d9c05bd9-1614-4bf5-9d38-2082a26a30c7,e_skills/582891aa-35f1-4147-ab8c-e40d635c4160,optional,knowledge,knowledge
e_skills/11ad1653-6759-417e-b28f-e1556890b66d,e_skills/bde6774b-9857-4737-a906-17462976a762,optional,knowledge,knowledge
e_skills/209bd1d5-76ff-47a0-b89a-1881188ac65f,e_skills/050ea91a-ec82-4146-8077-c7c0265cbecf,optional,knowledge,knowledge
e_skills/2cb6fa59-b134-4dd8-8043-034112ae9fea,e_skills/3f4b9d78-6fef-4cca-83f6-c5b0f6d21b54,optional,knowledge,knowledge
e_skills/a092f33e-c0df-4cf8-a0c6-874862648199,e_skills/eea672ae-0224-4e50-8797-a3bb2a3eda0b,optional,knowledge,knowledge
e_skills/28cb6c7a-fad9-4540-9df9-6b7241563961,e_skills/71b9216d-0cf6-4bfa-b5a9-2fa4b70e7f2a,optional,knowledge,knowledge
e_skills/32dccd4c-e4fa-4701-9417-7cf6063315f8,e_skills/5b6e4b02-8ad3-4463-9cea-9727adc1fa37,optional,knowledge,knowledge
e_skills/2bbb32e1-108f-4af0-8e93-0adfc908478f,e_skills/b203a6af-7bad-4270-975e-e8c214908cc0,optional,knowledge,knowledge
e_skills/2bbb32e1-108f-4af0-8e93-0adfc908478f,e_skills/39d16a52-76fc-4163-b88d-1e92d143f4d9,optional,knowledge,knowledge
e_skills/35530dba-885c-40e1-8df5-488d669b8eba,e_skills/c983b82f-d94d-47d6-9dd5-6ca73e75765a,optional,knowledge,knowledge
e_skills/3c3f9f55-61a9-4a81-aa24-65216342d17e,e_skills/14756c12-cefc-4807-af85-b560aec8c885,optional,knowledge,knowledge
e_skills/3c3f9f55-61a9-4a81-aa24-65216342d17e,e_skills/76601d57-0e6e-4431-b741-64dd293ea160,optional,knowledge,knowledge
e_skills/20df5558-57f4-4a6e-951e-64762c4dde1e,e_skills/a9da8e9c-81e2-4a2c-862b-c992bd07b7c7,optional,knowledge,knowledge
e_skills/20df5558-57f4-4a6e-951e-64762c4dde1e,e_skills/360f9d31-9a83-435c-b70a-7bf3d54d333f,optional,knowledge,knowledge
e_skills/91d2060f-d2d7-4503-acdf-cbe3c648f2a5,e_skills/6e8743ad-2949-4cf5-8fc5-8772b8ca75c1,optional,knowledge,knowledge
e_skills/91d2060f-d2d7-4503-acdf-cbe3c648f2a5,e_skills/82447f8e-c99d-4d90-8f68-3af7f2d62ecf,optional,knowledge,knowledge
e_skills/91d2060f-d2d7-4503-acdf-cbe3c648f2a5,e_skills/17d271b3-e0bd-4821-9913-09e121f0f10f,optional,knowledge,knowledge
e_skills/91d2060f-d2d7-4503-acdf-cbe3c648f2a5,e_skills/e79cdbe8-bbb1-4bc2-a293-2c6a7ec0bac1,optional,knowledge,knowledge
e_skills/ae97e372-a967-41a7-aaf0-42b082213bbf,e_skills/053330c0-38ee-4ae7-b0dc-193437ee2498,optional,knowledge,knowledge
e_skills/ae97e372-a967-41a7-aaf0-42b082213bbf,e_skills/9c61399a-cb7f-4cef-a098-62485f1bc1cc,optional,knowledge,knowledge
e_skills/974a4930-6d89-4916-993d-2ceed0feb9f1,e_skills/184c7289-8578-4be2-b8bf-ff17a2de2e18,optional,knowledge,knowledge
e_skills/11f08e7b-d2bb-493e-aee9-668f5fa798dc,e_skills/5804460c-75d3-4418-a8a1-1bda8ba01530,optional,knowledge,knowledge
e_skills/79482f97-b74b-41cc-8e0d-f4bd5ac56c20,e_skills/325e017c-7ab5-4e95-a762-ab3e13fd996f,optional,knowledge,knowledge
e_skills/79482f97-b74b-41cc-8e0d-f4bd5ac56c20,e_skills/8b0f9315-8a00-473f-a9b7-2f4ff656e4a6,optional,knowledge,knowledge
e_skills/c126717c-623c-47d1-8b0f-b9a4f2c1cf4c,e_skills/265f4776-e6e3-4c5a-a7cb-ca965127a8e5,optional,knowledge,knowledge
e_skills/1d1fa671-12c1-4d7c-8582-dcccc8541950,e_skills/729f67dd-ff15-4ea8-9070-fa7f6161ccc4,optional,knowledge,knowledge
e_skills/a81e7657-fafb-453c-b8d9-8aecd7b65953,e_skills/58902e7b-fd4a-4651-adfe-031d050901a2,optional,knowledge,knowledge
e_skills/4d4bad29-e43a-4ede-84cc-cceb802f64cc,e_skills/0e7fd54f-30a9-4835-827c-72d8ce5104cc,optional,knowledge,knowledge
e_skills/c7df5dc2-5d2b-4449-9285-69506d982663,e_skills/9f57534a-f143-49d1-90d0-1e11bb3c9593,optional,knowledge,knowledge
e_skills/eeedc430-50bb-49d4-8a62-5bb42398f920,e_skills/8f175d9e-7b06-4b0b-938b-2f026247cf32,optional,knowledge,knowledge
e_skills/e2a82431-7f60-4660-8fea-7f39b06f8897,e_skills/0729c3b7-c81f-48ca-ac46-db24b5bf64a6,optional,knowledge,knowledge
e_skills/5a872bc0-da20-425a-a255-c1eb56373171,e_skills/21841836-9b62-471d-8842-ec2b1c94c700,optional,knowledge,knowledge
e_skills/8fb5efe8-e017-46b8-8027-988465b56a26,e_skills/2a72835c-8a0e-4c4a-86ea-11cc6ca0be05,optional,knowledge,knowledge
e_skills/8fb5efe8-e017-46b8-8027-988465b56a26,e_skills/9b43bc10-d1fa-45e5-bf60-a623dbcc0892,optional,knowledge,knowledge
e_skills/33b88fe4-ef1a-4fde-97a0-e3f8571f8784,e_skills/177f0689-d280-483b-9a61-70c045e7dd6b,optional,knowledge,knowledge
e_skills/4ef4259d-6511-4481-9d06-dd3f18c7910d,e_skills/8f62aabd-b69a-4090-b096-10b2b8ef7940,optional,knowledge,knowledge
e_skills/5355e164-90b4-47e0-b367-2dd570ec6388,e_skills/5695aeb3-9820-45ad-a98f-d7ef566c55a9,optional,knowledge,knowledge
e_skills/d41fd0a8-50e8-4669-a2b9-e733a4ea58cc,e_skills/859bb776-f6ea-4e29-8bc8-de35f0e9ad03,optional,knowledge,knowledge
e_skills/3b7a07ab-7d4f-4de4-a3da-d4ee18b4b3d0,e_skills/7979417f-62d2-4231-855e-ccd1d8543c20,optional,knowledge,knowledge
e_skills/3b7a07ab-7d4f-4de4-a3da-d4ee18b4b3d0,e_skills/11bf05b3-2d6e-47fc-9a99-2d07780e0e95,optional,knowledge,knowledge
e_skills/3697333a-11c1-4ff7-a1f8-05a506dcb139,e_skills/44094377-02ef-460e-b51a-4703b8931d53,optional,knowledge,knowledge
e_skills/7ca1db56-2ce6-465b-87c0-9322f5d4f1f5,e_skills/39d16a52-76fc-4163-b88d-1e92d143f4d9,optional,knowledge,knowledge
e_skills/585fac71-7b78-4dbe-8f20-0f601a1d6d8a,e_skills/4ef85acc-2c20-4216-9449-0b0c825076c8,optional,knowledge,knowledge
e_skills/c1a07459-31c9-4981-96d5-1ce42f1410fe,e_skills/9675434d-b63e-4c7f-b61d-5c23740d8332,optional,knowledge,knowledge
e_skills/24c3b4aa-ba29-40e4-bdc2-2ea82c98137f,e_skills/48fed284-c862-4e28-aaca-fac1ca4592c7,essential,,
e_skills/13d4821c-7fba-4541-b72a-9e0520966555,e_skills/b509a91e-e6b2-4306-8e79-c5db3945809c,optional,knowledge,knowledge
e_skills/c2c2a06b-be7c-478b-95a0-b21dae03d537,e_skills/ee5e49b6-dc32-4313-9ea9-1bea15e3cf68,optional,knowledge,knowledge
e_skills/c2c2a06b-be7c-478b-95a0-b21dae03d537,e_skills/0a19fae7-e8dc-426e-a2c5-44cfd0b39bfb,optional,knowledge,knowledge
e_skills/939140f7-176f-4903-93d2-2967632573d3,e_skills/d6edcc57-9885-46ec-8068-6d802b9a2d65,optional,knowledge,knowledge
e_skills/939140f7-176f-4903-93d2-2967632573d3,e_skills/d7bfadba-a18c-4847-b152-8837d342b611,optional,knowledge,knowledge
e_skills/5fd75be0-158d-430c-a050-fa952505704a,e_skills/8a02f427-7552-4416-9f1d-0dd1ea433b99,optional,knowledge,knowledge
e_skills/5fd75be0-158d-430c-a050-fa952505704a,e_skills/c2b59f47-5cc2-41a3-b461-081880116b6b,optional,knowledge,knowledge
e_skills/5fd75be0-158d-430c-a050-fa952505704a,e_skills/5304f3fc-1260-4684-810d-6c2195414688,optional,knowledge,knowledge
e_skills/cd72e12a-e57b-4dcb-8c3b-6fd0378f4662,e_skills/e85a46d5-1072-4407-bfd1-4e33e96f18e1,optional,knowledge,knowledge
e_skills/c2240e43-0975-4d89-8672-6b4f6b449419,e_skills/345c3706-4c46-4485-8ea2-caf03f50898a,optional,knowledge,knowledge
e_skills/c2240e43-0975-4d89-8672-6b4f6b449419,e_skills/ab437ee1-cf59-41dd-8603-bb56c4eeda4a,optional,knowledge,knowledge
e_skills/c2240e43-0975-4d89-8672-6b4f6b449419,e_skills/f43787c4-8fe2-4486-a065-52d5e6619cf6,optional,knowledge,knowledge
e_skills/5bfae06e-5e32-4b8b-9e8f-e96ed95f01ba,e_skills/85a7ca41-f6d3-4e7a-b927-de104298d3bc,optional,knowledge,knowledge
e_skills/b98c6eb1-7ac7-4d81-a435-1043183aa6c4,e_skills/92ad77c9-0ab7-495f-b054-8ba3bad94234,optional,knowledge,knowledge
e_skills/c687e04d-14c8-4131-a2df-fc6dd82d3b4a,e_skills/ebf58a89-0965-4ec0-808a-d6644699eb46,optional,knowledge,knowledge
e_skills/c687e04d-14c8-4131-a2df-fc6dd82d3b4a,e_skills/ef9f9d83-39fa-49ee-92f6-fde572267602,optional,knowledge,knowledge
e_skills/9f2011ea-4275-4454-b8e7-6070b3d92e98,e_skills/0c5fb4af-f487-4c37-9ffa-9e9b0bc27d61,optional,knowledge,knowledge
e_skills/9f2011ea-4275-4454-b8e7-6070b3d92e98,e_skills/1617da0e-8630-4766-92df-a2627f0353d3,optional,knowledge,knowledge
e_skills/9f2011ea-4275-4454-b8e7-6070b3d92e98,e_skills/b627e078-96fc-412a-b836-9eebabef26a8,optional,knowledge,knowledge
e_skills/9f2011ea-4275-4454-b8e7-6070b3d92e98,e_skills/fdc9af31-a5ba-4b2e-9578-2b8baca0f13d,optional,knowledge,knowledge
e_skills/be96aede-0cae-4188-b66c-66d3508538a3,e_skills/f2761cae-bd23-4ec4-b6c2-7bfcabbe7a83,optional,knowledge,knowledge
e_skills/c76e38f0-2f5e-4124-927c-fb858f78a5e1,e_skills/bdd5eabe-492d-4215-9bff-2977c38311d1,optional,knowledge,knowledge
e_skills/b959bdc6-2176-436c-ae3f-013b21bb72aa,e_skills/aa5efc60-a53b-4782-b895-bcbd069ffc55,optional,knowledge,knowledge
e_skills/a311a4af-3509-4b55-ae33-83c627257b72,e_skills/a2207b02-adcf-4236-a377-4ff54a24892d,optional,knowledge,knowledge
e_skills/a71432d7-e425-40a4-8ef0-91fc2060ef3a,e_skills/fe97baa7-d54c-4ca4-9d2e-2a12e3091c3b,optional,knowledge,knowledge
e_skills/a71432d7-e425-40a4-8ef0-91fc2060ef3a,e_skills/63d3fd27-f0aa-444f-a76e-90d4090d7eee,optional,knowledge,knowledge
e_skills/526d5c22-2071-4f4d-a128-e82e4a7aba60,e_skills/2a72835c-8a0e-4c4a-86ea-11cc6ca0be05,essential,knowledge,knowledge
e_skills/dbfaf3eb-3766-4ba1-83af-6f6c4c2e3f65,e_skills/83a7d46a-21be-4291-b484-e976d12a7809,optional,knowledge,knowledge
e_skills/c3dd56de-0f6b-4e58-96ba-ad0d0507ce48,e_skills/24ce5606-e079-4380-b8b6-772d26974695,optional,knowledge,knowledge
e_skills/b2c84b53-16e9-4615-b155-b31aa70ab5c5,e_skills/82447f8e-c99d-4d90-8f68-3af7f2d62ecf,optional,knowledge,knowledge
e_skills/b2c84b53-16e9-4615-b155-b31aa70ab5c5,e_skills/17d271b3-e0bd-4821-9913-09e121f0f10f,optional,knowledge,knowledge
e_skills/b2c84b53-16e9-4615-b155-b31aa70ab5c5,e_skills/70fc406a-e4de-464e-8091-4b4e72a897d5,optional,knowledge,knowledge
e_skills/b2c84b53-16e9-4615-b155-b31aa70ab5c5,e_skills/e79cdbe8-bbb1-4bc2-a293-2c6a7ec0bac1,optional,knowledge,knowledge
e_skills/e4b76503-bbac-479f-ab24-91751e3441b8,e_skills/a706b234-27d5-4320-b3de-17b63434b758,optional,knowledge,knowledge
e_skills/dfb09123-86e2-4002-9e13-b905775373f5,e_skills/88db599f-83cd-4aad-b870-be0b5e1a441c,optional,knowledge,knowledge
e_skills/237f4b5a-2e41-4b01-a6bd-f3d0c9f2af55,e_skills/fc63730a-9a12-474b-beda-8a046f636d26,optional,knowledge,knowledge
e_skills/237f4b5a-2e41-4b01-a6bd-f3d0c9f2af55,e_skills/7a02dc28-607b-4f8c-a759-ffbd8b172224,optional,knowledge,knowledge
e_skills/1949c9d3-7d4d-49df-a7dd-e01d93f2eb39,e_skills/37c794a3-a736-47c5-be5f-36cbffa31a7b,optional,knowledge,knowledge
e_skills/8ab43180-4aeb-44ea-8436-7efeb22af43f,e_skills/c74133e6-838c-426a-8f0b-fd09c11d4a06,optional,knowledge,knowledge
e_skills/dbe135ae-5ae8-489a-a308-89f7cda94172,e_skills/178d492d-d299-4eb3-a46c-b5aba06420a4,optional,knowledge,knowledge
e_skills/70062644-b4a4-4911-9102-29033b160b71,e_skills/62bdde98-25fe-44ce-9a24-2e5e295da469,optional,knowledge,knowledge
e_skills/70062644-b4a4-4911-9102-29033b160b71,e_skills/859bb776-f6ea-4e29-8bc8-de35f0e9ad03,optional,knowledge,knowledge
e_skills/2ffb9ef9-3147-45bc-bb9d-d071ed001919,e_skills/1459c61f-e11f-45fc-bafa-22d2799d6c62,optional,knowledge,knowledge
e_skills/800f3a77-882c-44c2-979f-d591d9aa4145,e_skills/21841836-9b62-471d-8842-ec2b1c94c700,optional,knowledge,knowledge
e_skills/d93f0789-aaea-4b0b-b36d-5763aeca96cf,e_skills/3b029048-c81d-40ed-bdc1-9779c0aeb4c3,optional,knowledge,knowledge
e_skills/6f4a015e-bdc5-4599-9d18-238833be42cc,e_skills/5558efd4-a29d-463d-95c3-21e82c4041c6,optional,knowledge,knowledge
e_skills/3e2761dc-2d91-4159-a067-d2476157283d,e_skills/0c07fcfa-48b9-4f84-8caa-27f7e6a8e588,optional,knowledge,knowledge
e_skills/0e6e697f-25d3-4bbf-963a-a770acaa85c9,e_skills/77cc02b9-cb82-4609-865c-b006e9e414ea,optional,knowledge,knowledge
e_skills/e04b0439-28a0-49b8-83ed-a3bb95e491d5,e_skills/139222a9-07f0-4492-be8c-14ed7d5f91a9,optional,knowledge,knowledge
e_skills/e04b0439-28a0-49b8-83ed-a3bb95e491d5,e_skills/7b2c7249-6ad5-4e37-baa8-0b94626002bd,optional,knowledge,knowledge
e_skills/e04b0439-28a0-49b8-83ed-a3bb95e491d5,e_skills/8db62042-0d14-43f2-82f7-37067b538648,optional,knowledge,knowledge
e_skills/563bf7c9-2ff6-44a2-8825-c57575ae3359,e_skills/920c2c09-cb65-419f-9ba5-fe592780a2a2,optional,knowledge,knowledge
e_skills/563bf7c9-2ff6-44a2-8825-c57575ae3359,e_skills/0e14e4bd-52c0-4e7a-867c-9eca3c7123df,optional,knowledge,knowledge
e_skills/563bf7c9-2ff6-44a2-8825-c57575ae3359,e_skills/49c2cd6a-778e-43fd-aad7-5828d3f6856e,optional,knowledge,knowledge
e_skills/c1c0ef3c-cf47-4634-8a39-29c3a6b4898d,e_skills/e162df8b-a82b-43d9-92f3-aa44f2be8023,optional,knowledge,knowledge
e_skills/421d2897-2f40-4f3c-8e87-3cda16f70eb1,e_skills/45ea361d-6941-458f-aabd-093f122276fe,optional,knowledge,knowledge
e_skills/0e60ea1b-c4e1-407e-9a40-b7dc6dfb4301,e_skills/e25ab018-e78f-41f5-9ef1-63428bab9c59,optional,knowledge,knowledge
e_skills/2310978b-fffb-4507-a4a1-2893b622658b,e_skills/3703d734-69b3-45ce-8ea8-f164afffb510,optional,knowledge,knowledge
e_skills/91170a0f-6d29-4840-8b5e-6529dd66b0b3,e_skills/e4851b8d-a3ad-42eb-8480-8a29e0716c79,optional,knowledge,knowledge
e_skills/49722c3f-e752-4122-b087-f9d88f67a18f,e_skills/db23131d-e85e-482c-90e3-caddb3d2330b,optional,knowledge,knowledge
e_skills/36a42c1f-4249-45f4-b7e7-109ff3c909b4,e_skills/44094377-02ef-460e-b51a-4703b8931d53,optional,knowledge,knowledge
e_skills/c36c5689-ad3c-444f-b94e-6a3d01e4c19b,e_skills/1282eefa-e2b9-4e08-a2c0-969d71d25fa1,optional,knowledge,knowledge
e_skills/2e33b911-db85-42f6-b545-9d552e3c2274,e_skills/173b88ae-41a0-42bf-b4ac-4a019e47f590,optional,knowledge,knowledge
e_skills/2e33b911-db85-42f6-b545-9d552e3c2274,e_skills/a1a2204a-4eb2-4913-8374-40dd90db37f4,optional,knowledge,knowledge
e_skills/3173b0dc-3a22-412d-8667-05930b1b70a7,e_skills/c34db724-3310-43d9-ad9d-233ec4653724,optional,knowledge,knowledge
e_skills/7a1df5d8-4a60-4b34-8d56-4fa125343b94,e_skills/8a02f427-7552-4416-9f1d-0dd1ea433b99,optional,knowledge,knowledge
e_skills/bf7d8fd5-ce59-4229-ab27-247f8dda319e,e_skills/301d9bc1-a374-4df8-a2c8-cbd2e187a65d,optional,knowledge,knowledge
e_skills/bf7d8fd5-ce59-4229-ab27-247f8dda319e,e_skills/5f08dcd1-efc0-49d1-bc3f-8209ff9b883e,optional,knowledge,knowledge
e_skills/e16b8657-4d21-4d1d-b098-30c107f55568,e_skills/ea64f6ab-00f4-42d8-8cb2-972afe2fd24b,optional,knowledge,knowledge
e_skills/fe4d8c54-7777-4d75-a8a9-3865817109fa,e_skills/77ec87dd-3914-43b6-887a-5c0c5c171c43,optional,knowledge,knowledge
e_skills/857c8adb-e151-4475-b6c0-b62c2dce9d5a,e_skills/f3563ecb-9080-4a79-a6dc-e272f6cbb9c5,optional,knowledge,knowledge
e_skills/857c8adb-e151-4475-b6c0-b62c2dce9d5a,e_skills/cfc0ee60-5294-4214-8ae2-977e900157e4,optional,knowledge,knowledge
e_skills/857c8adb-e151-4475-b6c0-b62c2dce9d5a,e_skills/403c6dad-d8c7-470e-81de-5ad02a6a5a14,optional,knowledge,knowledge
e_skills/857c8adb-e151-4475-b6c0-b62c2dce9d5a,e_skills/05d5540d-1cd3-4294-9578-7d987f26d5e4,optional,knowledge,knowledge
e_skills/857c8adb-e151-4475-b6c0-b62c2dce9d5a,e_skills/63e37cc9-4d83-4df9-9d6d-112325d75721,optional,knowledge,knowledge
e_skills/6ec90425-fc7f-4386-9810-6e96fd83b629,e_skills/218b7c31-d4bb-46b7-a393-aa6a4db1be7e,optional,knowledge,knowledge
e_skills/6ec90425-fc7f-4386-9810-6e96fd83b629,e_skills/8e70aadd-5fcd-4970-87fe-5d985d8590c4,optional,knowledge,knowledge
e_skills/6ec90425-fc7f-4386-9810-6e96fd83b629,e_skills/24212ae6-a165-4d04-b883-dcd80df8e2e0,optional,knowledge,knowledge
e_skills/6ec90425-fc7f-4386-9810-6e96fd83b629,e_skills/6de429cd-6e2c-4712-b44c-6f3563908175,optional,knowledge,knowledge
e_skills/d1ebe130-deaf-4fc0-ae37-73dd44830a3e,e_skills/268c7492-64ed-4026-b04f-f12b04e30104,optional,knowledge,knowledge
e_skills/d1ebe130-deaf-4fc0-ae37-73dd44830a3e,e_skills/98be9a0d-bfd6-471c-9e15-db89f9d9f63b,optional,knowledge,knowledge
e_skills/64c33c88-0804-4a07-afc8-e3305493b314,e_skills/4c4bdccd-7f86-49a8-8b98-4c5d31ccd051,optional,knowledge,knowledge
e_skills/e3f5e1c3-66ff-4d92-8777-f821b50c5418,e_skills/fc7fb6c0-2923-4c0c-bdd6-6f3e0b81e4b5,optional,knowledge,knowledge
e_skills/250e3b1b-d6f0-42ad-bc68-2a1b0bfd7eea,e_skills/2d1881cd-5641-4bf5-b1a8-29796634f07f,optional,knowledge,knowledge
e_skills/250e3b1b-d6f0-42ad-bc68-2a1b0bfd7eea,e_skills/52a74bf3-5c43-46b5-a6e5-de27fc96f12c,optional,,
e_skills/dea635a5-fdcf-4caf-9e70-56e9e3b38160,e_skills/225b7af6-0ac9-4339-b15f-d258536b888d,essential,knowledge,knowledge
e_skills/dea635a5-fdcf-4caf-9e70-56e9e3b38160,e_skills/c994427c-3ed2-430c-a7e9-b78877d1a0a5,optional,knowledge,knowledge
e_skills/46896b81-c7df-4225-9c25-cc44984be811,e_skills/9feb6455-9c75-455c-95fa-75ea802af2cf,optional,knowledge,knowledge
e_skills/9fbea9c0-dcbc-4592-83d1-54f778e9c1dd,e_skills/bf77e6fb-a912-4842-86cf-66a6702f6c0c,optional,knowledge,knowledge
e_skills/59eb6a20-fbcf-4a61-a9ae-ed5cfec22498,e_skills/98044c24-796c-4f63-9b2e-3d78e65b6804,optional,knowledge,knowledge
e_skills/f934cfbb-d958-4b98-b433-b79acdd0c39e,e_skills/d2bd4cbf-7ec5-4851-995b-79a19a4393f8,optional,knowledge,knowledge
e_skills/f934cfbb-d958-4b98-b433-b79acdd0c39e,e_skills/e3011612-9284-4cf2-808d-08db68118524,optional,knowledge,knowledge
e_skills/f934cfbb-d958-4b98-b433-b79acdd0c39e,e_skills/71fed94a-12b0-4cd1-b91a-123ab2a17afe,optional,knowledge,knowledge
e_skills/f934cfbb-d958-4b98-b433-b79acdd0c39e,e_skills/76d04217-e64d-4de8-931e-1853ad190e07,optional,knowledge,knowledge
e_skills/88e11f9b-c7aa-4655-84db-04219cbb3d6f,e_skills/65f07642-81cb-4b4c-9808-c23613e5ef15,optional,knowledge,knowledge
e_skills/88e11f9b-c7aa-4655-84db-04219cbb3d6f,e_skills/cf724785-4a4d-462e-a85c-303d2315ac79,optional,knowledge,knowledge
e_skills/bf74f06c-d4ce-4ee1-8c68-87d9c35a30bc,e_skills/5b6e4b02-8ad3-4463-9cea-9727adc1fa37,optional,knowledge,knowledge
e_skills/71109065-f440-4d1e-9e47-f6b665d55d49,e_skills/f4cda92c-2f9f-4319-8224-dcaf1dd22e21,optional,knowledge,knowledge
e_skills/fcb69940-32c0-47a1-bc32-ac332f9fcd24,e_skills/ef2c0dfd-7e42-4081-a60b-450153ff5e43,optional,knowledge,knowledge
e_skills/8e5c0c24-5192-4678-a7ae-dc37c5ee5067,e_skills/fb23ba68-b916-43ae-8cb6-6d4b60e64ef5,optional,knowledge,knowledge
e_skills/8e5c0c24-5192-4678-a7ae-dc37c5ee5067,e_skills/f8752a84-44a6-4e3a-a388-08a9bcf15995,optional,knowledge,knowledge
e_skills/377c3ee1-365e-40b1-8b8b-153d813b72d3,e_skills/49236f80-360c-4f1c-b2af-cc105682d568,optional,knowledge,knowledge
e_skills/377c3ee1-365e-40b1-8b8b-153d813b72d3,e_skills/3a0c11aa-d2fa-44d0-b510-3025be70fd43,optional,knowledge,knowledge
e_skills/377c3ee1-365e-40b1-8b8b-153d813b72d3,e_skills/12ec2b6c-4ce5-4304-833a-5fd4d0467921,optional,knowledge,knowledge
e_skills/9151eee1-dcc8-4db8-b71c-e3b1f7b75903,e_skills/7a02dc28-607b-4f8c-a759-ffbd8b172224,optional,knowledge,knowledge
e_skills/f79c360d-2b06-40b5-9455-d689aa98816f,e_skills/04c04c1c-2f8e-4dd7-8be9-df24961a4c9b,optional,knowledge,knowledge
e_skills/82762d0e-3237-4e61-b8e8-91a1897e40bc,e_skills/c0d2d9bc-c944-4bd0-b950-be2af8e36ac8,optional,knowledge,knowledge
e_skills/82762d0e-3237-4e61-b8e8-91a1897e40bc,e_skills/2a36e99a-5812-4f76-b5f7-ec705f536df8,optional,knowledge,knowledge
e_skills/61b83def-039d-4783-a230-098653c831e5,e_skills/9e74ee77-ac9a-43cd-bec7-8c5061167624,optional,knowledge,knowledge
e_skills/8e10afbb-a37c-4495-8c99-4db4c1ea874a,e_skills/2a36e99a-5812-4f76-b5f7-ec705f536df8,optional,knowledge,knowledge
e_skills/278faf6a-a7eb-4132-bf8b-8c4e19b95d32,e_skills/84c41c64-85c8-490d-8bd0-f1b22ae30138,optional,knowledge,knowledge
e_skills/fef50654-25e3-49cd-958c-c64ee8e192ed,e_skills/2fbca36d-afd9-47ec-93ac-246c04b0733a,optional,knowledge,knowledge
e_skills/008e8c3f-4f05-41c1-b376-2d38335b71bc,e_skills/bbac741c-578a-48d0-bafb-be7ba2895f1c,optional,knowledge,knowledge
e_skills/32eb7e23-e320-4c53-aad4-ee593f30978f,e_skills/1b761f71-16fb-46a3-9ca4-e8fa750f95d9,optional,knowledge,knowledge
e_skills/82b21d79-9950-4b45-8fbe-336709973474,e_skills/8ef84d06-1cc1-47e8-99bf-b2fa51fa5f4a,optional,knowledge,knowledge
e_skills/c4e6a268-0405-4ef2-b3d9-83b26bb1b90e,e_skills/5a512767-9922-435f-bcc8-ec75cb5cebf3,optional,knowledge,knowledge
e_skills/c4e6a268-0405-4ef2-b3d9-83b26bb1b90e,e_skills/a89bcbda-6e59-4df1-9c02-914924a5dbb1,optional,knowledge,knowledge
e_skills/c47b9c8f-f960-49c8-bb65-81d05341d847,e_skills/06940fe4-b1f2-4c4b-bec3-30c6fa3f2b50,optional,knowledge,knowledge
